transaction_id,employee_id,transaction_type,amount,payment_mode,bank_name,account_number,transaction_date,transaction_status
708,236,Salary,52234,Cash,,,2024-01-10,Pending
709,236,Reimbursement,50265,Bank Transfer,Bank of Baroda,YLXS2269194245712,2024-08-31,Pending
710,237,Reimbursement,149425,Bank Transfer,HDFC Bank,EVXW8834073004152,2024-01-13,Pending
711,237,Claim_Payout,143080,Bank Transfer,City Union Bank,ABSO9262511335592,2023-01-26,Failed
712,237,Claim_Payout,115660,UPI,Nainital Bank,KRXT7910845979258,2023-12-25,Pending
713,237,Reimbursement,147474,Cash,,,2024-11-14,Pending
714,238,Salary,125382,UPI,Federal Bank,YFIX3568168790925,2024-11-17,Pending
715,238,Claim_Payout,13766,UPI,Yes Bank,TKMD0200548800036,2023-05-26,Success
716,238,Salary,59226,Cash,,,2023-10-20,Failed
717,238,Claim_Payout,125587,Cash,,,2023-03-02,Pending
718,239,Reimbursement,45225,UPI,Federal Bank,KURI0459726318218,2023-05-16,Pending
719,239,Reimbursement,95441,Bank Transfer,Dhanlaxmi Bank,AHYX0774687339703,2024-11-25,Success
720,239,Reimbursement,144975,UPI,IDBI Bank,AIJV0386464936833,2025-01-31,Pending
721,239,Reimbursement,92271,Cash,,,2025-10-13,Pending
722,240,Reimbursement,30227,UPI,Kotak Mahindra Bank,WPLH1078830181722,2025-02-07,Pending
723,240,Claim_Payout,119304,Cash,,,2025-01-05,Pending
724,240,Claim_Payout,23248,UPI,Nainital Bank,UIXA7678281145026,2024-05-04,Failed
725,241,Reimbursement,68601,Cash,,,2025-01-13,Failed
726,241,Salary,129425,Cash,,,2023-09-14,Failed
727,241,Claim_Payout,54131,Bank Transfer,RBL Bank,BCPM1706686064880,2026-01-08,Pending
728,241,Reimbursement,114706,Bank Transfer,City Union Bank,VKVE8404463325921,2024-07-03,Pending
729,242,Salary,30736,Bank Transfer,IndusInd Bank,EPOS8670548429392,2023-08-05,Failed
730,242,Salary,82365,Cash,,,2025-05-01,Failed
731,243,Reimbursement,58450,Cash,,,2025-08-29,Pending
732,243,Reimbursement,56649,UPI,South Indian Bank,SOLV7875802945753,2025-03-18,Success
733,244,Salary,120986,Cash,,,2024-07-20,Failed
734,244,Salary,105195,Cash,,,2023-07-20,Pending
735,244,Reimbursement,67346,Cash,,,2025-04-16,Success
736,244,Reimbursement,138596,Cash,,,2024-01-07,Failed
737,245,Salary,15491,Bank Transfer,South Indian Bank,WXDV0741861165284,2024-11-25,Failed
738,245,Claim_Payout,95864,Bank Transfer,Axis Bank,HDJT9801921707674,2024-06-15,Pending
739,245,Reimbursement,131005,UPI,Yes Bank,UUMQ0767649377739,2023-07-04,Success
740,245,Claim_Payout,85211,Cash,,,2023-09-18,Success
741,246,Salary,120311,Cash,,,2025-02-25,Pending
742,246,Salary,112423,UPI,Punjab National Bank,JDMV2981141774379,2024-09-01,Pending
743,246,Claim_Payout,11477,Cash,,,2025-02-24,Success
744,246,Claim_Payout,104879,Cash,,,2023-10-03,Failed
745,247,Reimbursement,47077,Cash,,,2025-08-25,Pending
746,247,Claim_Payout,80538,Cash,,,2023-10-18,Pending
747,248,Claim_Payout,101974,Cash,,,2025-09-13,Pending
748,248,Reimbursement,117906,Bank Transfer,IDBI Bank,TEOM5383481171571,2024-07-25,Failed
749,248,Claim_Payout,18325,Bank Transfer,ICICI Bank,VRGL0598422028085,2023-03-30,Success
750,248,Claim_Payout,59218,Cash,,,2024-12-15,Pending
751,249,Claim_Payout,141544,Cash,,,2025-08-12,Failed
752,249,Claim_Payout,140154,Cash,,,2023-08-27,Failed
753,250,Claim_Payout,78271,Cash,,,2025-07-07,Failed
754,250,Claim_Payout,128195,UPI,Dhanlaxmi Bank,AQOO8226608273777,2025-10-11,Success
755,250,Salary,100408,Bank Transfer,State Bank of India,NOYE5229056606903,2024-07-22,Pending
756,250,Reimbursement,86655,UPI,Bank of Maharashtra,DCPV5013491752045,2025-02-26,Success
757,251,Claim_Payout,29937,Cash,,,2025-09-27,Pending
758,251,Reimbursement,115434,Bank Transfer,Yes Bank,QBFB5388074982022,2024-09-18,Success
759,252,Claim_Payout,65845,Bank Transfer,Union Bank of India,RJYD1080633661265,2025-04-07,Pending
760,252,Claim_Payout,111153,Bank Transfer,UCO Bank,DGEQ8507819696145,2025-03-24,Success
761,252,Reimbursement,59840,Cash,,,2025-10-02,Success
762,252,Salary,102090,Cash,,,2023-02-12,Pending
763,253,Reimbursement,115714,Cash,,,2024-11-20,Failed
764,253,Reimbursement,16594,UPI,IDBI Bank,PMIE0382697757700,2023-12-04,Pending
765,254,Salary,149981,UPI,State Bank of India,NAME1835674651603,2024-05-27,Pending
766,254,Salary,44597,Bank Transfer,Union Bank of India,WYJO0702982671336,2025-03-17,Pending
767,254,Salary,131790,Bank Transfer,Bank of Maharashtra,AUME5700171586650,2025-12-14,Success
768,255,Salary,110200,Bank Transfer,Bank of Maharashtra,WFQT4614996347433,2024-01-20,Success
769,255,Reimbursement,53606,Bank Transfer,Tamilnad Mercantile Bank,FQTZ9915181116311,2024-08-17,Success
770,256,Salary,21755,Cash,,,2023-04-26,Success
771,256,Reimbursement,28244,Cash,,,2023-02-15,Success
772,256,Salary,56126,Bank Transfer,Central Bank of India,LJFL9368254279140,2023-08-01,Pending
773,256,Reimbursement,46787,Cash,,,2023-03-11,Failed
774,257,Salary,19232,UPI,IndusInd Bank,GCRS1642873569599,2025-08-15,Success
775,257,Claim_Payout,139584,UPI,HDFC Bank,FCIW2609396493299,2025-06-16,Success
776,257,Reimbursement,59177,Bank Transfer,IDBI Bank,CKMM8878920070181,2025-04-10,Pending
777,257,Salary,102873,UPI,Canara Bank,MOMN1216869112616,2023-01-25,Pending
778,258,Salary,34943,UPI,State Bank of India,KLEB3244401037504,2025-04-30,Success
779,258,Salary,110651,Bank Transfer,Bank of Maharashtra,QMZM4621903342206,2023-07-19,Pending
780,258,Reimbursement,58341,UPI,Bank of Maharashtra,HZPB1064717395660,2025-08-01,Failed
781,258,Salary,31990,Cash,,,2023-04-14,Success
782,259,Salary,26460,Bank Transfer,Nainital Bank,KVQU5574928872198,2025-11-14,Success
783,259,Salary,29229,Bank Transfer,CSB Bank,IEVL9403898679016,2024-11-26,Pending
784,259,Salary,108031,UPI,IndusInd Bank,UWHB9558466462511,2024-02-27,Failed
785,260,Claim_Payout,132338,Bank Transfer,Central Bank of India,RCOC1099700559298,2024-10-23,Failed
786,260,Claim_Payout,120232,UPI,Axis Bank,XNVL2336727078870,2024-03-30,Success
787,261,Claim_Payout,121835,Cash,,,2024-07-05,Pending
788,261,Claim_Payout,70576,Cash,,,2024-09-15,Success
789,262,Claim_Payout,86618,UPI,Karur Vysya Bank,LJTN7985785920756,2024-06-12,Pending
790,262,Reimbursement,122339,UPI,DCB Bank,GYOH1609931832156,2023-07-16,Failed
791,262,Salary,147134,UPI,Karur Vysya Bank,CAKP3652876710019,2025-05-26,Failed
792,262,Claim_Payout,147268,Bank Transfer,Bandhan Bank,SNRT0693248759858,2026-01-02,Pending
793,263,Claim_Payout,136753,UPI,Dhanlaxmi Bank,QQHN1390463256332,2025-09-22,Pending
794,263,Claim_Payout,138545,UPI,Axis Bank,THOK7020965528436,2024-04-02,Failed
795,264,Reimbursement,71390,UPI,Karnataka Bank,EZVQ0188941028758,2025-03-26,Failed
796,264,Reimbursement,139978,Bank Transfer,IndusInd Bank,WTES0669046000044,2024-04-08,Success
797,264,Salary,80697,UPI,Central Bank of India,ITYZ7835840209972,2025-03-07,Failed
798,265,Reimbursement,116080,UPI,Yes Bank,VFKH6942255834536,2025-01-21,Success
799,265,Salary,135884,Bank Transfer,IDBI Bank,RXSZ6997612019844,2023-09-05,Failed
800,266,Claim_Payout,135521,Bank Transfer,Karur Vysya Bank,LKMM1670630868778,2024-04-29,Success
801,266,Salary,78957,Bank Transfer,Bank of Baroda,OEBH1104567960320,2023-03-05,Failed
802,266,Claim_Payout,71628,Cash,,,2023-02-18,Pending
803,266,Salary,64283,Cash,,,2024-11-30,Failed
804,267,Claim_Payout,82467,Bank Transfer,Tamilnad Mercantile Bank,PYOL8742464675754,2025-05-10,Failed
805,267,Salary,34599,Cash,,,2025-11-11,Success
806,267,Claim_Payout,38962,UPI,UCO Bank,GLDS5360781874732,2025-09-11,Success
807,267,Reimbursement,140046,Bank Transfer,ICICI Bank,NKAL1152555360761,2024-11-17,Pending
808,268,Salary,77259,Cash,,,2025-07-03,Failed
809,268,Salary,65071,UPI,State Bank of India,PAMH7887999287596,2024-06-09,Pending
810,268,Claim_Payout,70518,Bank Transfer,DCB Bank,QFBS5745112694247,2023-12-23,Success
811,268,Reimbursement,145193,UPI,Punjab and Sind Bank,MDBG7913061512477,2025-10-31,Pending
812,269,Salary,66854,Bank Transfer,Indian Bank,RZBB4386756309503,2025-01-19,Failed
813,269,Salary,67987,Bank Transfer,Tamilnad Mercantile Bank,WCCI4086341727236,2026-01-04,Failed
814,269,Salary,39736,Cash,,,2024-11-09,Pending
815,270,Claim_Payout,149052,UPI,Yes Bank,DPHI9780840732484,2023-03-05,Pending
816,270,Reimbursement,91844,UPI,State Bank of India,GNWJ2739843300189,2025-12-02,Pending
817,271,Claim_Payout,129340,Cash,,,2023-09-15,Pending
818,271,Salary,58071,Bank Transfer,State Bank of India,MDBC0670725954317,2024-07-28,Success
819,271,Reimbursement,101213,Bank Transfer,Union Bank of India,RMWZ9261774812900,2023-05-15,Pending
820,271,Claim_Payout,116001,Cash,,,2023-05-13,Pending
821,272,Reimbursement,86482,Bank Transfer,Bank of Maharashtra,DIWN7365480488574,2025-07-24,Failed
822,272,Claim_Payout,61628,Cash,,,2025-07-05,Failed
823,273,Reimbursement,142520,UPI,Yes Bank,CJRZ5564892927854,2026-01-10,Failed
824,273,Reimbursement,107020,Cash,,,2023-02-19,Pending
825,273,Claim_Payout,92461,UPI,Punjab National Bank,IIGW5553583989167,2025-06-22,Failed
826,274,Reimbursement,114195,Bank Transfer,IDFC First Bank,PDXM2133565157442,2024-10-31,Success
827,274,Reimbursement,17368,Cash,,,2023-09-03,Failed
828,274,Reimbursement,37571,Bank Transfer,Bank of Baroda,UIEI5974900042186,2024-11-14,Failed
829,274,Salary,72216,Cash,,,2024-05-02,Failed
830,275,Claim_Payout,124535,Cash,,,2023-12-12,Success
831,275,Salary,114941,Bank Transfer,Nainital Bank,VHOY4984581189983,2025-11-06,Pending
832,275,Salary,137143,Bank Transfer,IDBI Bank,GQDQ6396393356371,2024-02-01,Success
833,275,Claim_Payout,141808,Cash,,,2023-02-26,Success
834,276,Salary,112245,Cash,,,2024-04-17,Pending
835,276,Salary,101732,Bank Transfer,Indian Bank,VOTH1960111354000,2024-04-03,Pending
836,277,Reimbursement,46021,UPI,HDFC Bank,TZLR2920577391662,2024-05-15,Failed
837,277,Salary,99369,UPI,Jammu & Kashmir Bank,HGDG7202516110104,2023-11-28,Failed
838,277,Reimbursement,38014,Cash,,,2023-08-21,Success
839,278,Salary,92086,UPI,Indian Overseas Bank,RJUK7190581529791,2025-10-29,Pending
840,278,Claim_Payout,43748,Cash,,,2023-02-24,Pending
841,279,Reimbursement,61579,UPI,South Indian Bank,COAU1011550506216,2023-09-02,Pending
842,279,Salary,136228,Bank Transfer,IDFC First Bank,WNBH9107205106388,2023-07-23,Success
843,279,Claim_Payout,20296,UPI,CSB Bank,ZIFA0647304251756,2024-06-15,Failed
844,280,Claim_Payout,68705,Bank Transfer,Axis Bank,ESXH9161539917872,2023-06-15,Failed
845,280,Claim_Payout,97575,Cash,,,2025-01-19,Pending
846,280,Salary,146170,UPI,RBL Bank,DFRN3137982313570,2023-02-23,Failed
847,280,Reimbursement,54797,Cash,,,2024-06-09,Failed
848,281,Salary,12210,Bank Transfer,Bank of Baroda,ZBJE6521928848151,2023-03-08,Failed
849,281,Salary,81243,Cash,,,2025-10-06,Success
850,282,Claim_Payout,129213,Bank Transfer,State Bank of India,ZIOS3669960459168,2025-08-05,Failed
851,282,Claim_Payout,29394,UPI,Indian Overseas Bank,DHLL7414633906877,2023-12-28,Success
852,282,Claim_Payout,17905,UPI,Punjab National Bank,LXHP0153454647090,2023-04-30,Success
853,282,Claim_Payout,110283,Cash,,,2025-03-20,Pending
854,283,Claim_Payout,34086,UPI,Bank of India,IJAN7869796107459,2023-10-14,Failed
855,283,Reimbursement,79319,Cash,,,2023-09-08,Pending
856,284,Reimbursement,135892,Bank Transfer,Federal Bank,NCOE9871642485248,2025-06-28,Success
857,284,Salary,40292,Cash,,,2025-10-26,Success
858,284,Salary,15593,Bank Transfer,UCO Bank,LJLR8385423139257,2023-03-04,Failed
859,285,Claim_Payout,103185,UPI,Union Bank of India,PZMG4194874190548,2024-03-28,Success
860,285,Claim_Payout,106271,UPI,DCB Bank,BDRP6589103512388,2023-02-03,Pending
861,285,Reimbursement,118337,UPI,Union Bank of India,WOCA0594945873585,2024-12-31,Success
862,286,Salary,68465,UPI,UCO Bank,LELQ5926426216800,2025-08-09,Failed
863,286,Reimbursement,40751,UPI,HDFC Bank,GYHE6171471410381,2024-11-29,Success
864,286,Reimbursement,19332,UPI,IndusInd Bank,MZGB1244365211483,2025-06-15,Failed
865,286,Claim_Payout,62484,Bank Transfer,Bank of Maharashtra,QVGN5138662643701,2024-01-28,Success
866,287,Claim_Payout,108278,UPI,Federal Bank,WJUY5635421789501,2023-08-19,Pending
867,287,Reimbursement,52153,Bank Transfer,South Indian Bank,FIDN6953676709724,2024-12-09,Success
868,287,Claim_Payout,115379,Cash,,,2025-12-01,Failed
869,287,Reimbursement,53554,Cash,,,2024-11-10,Pending
870,288,Claim_Payout,79604,Cash,,,2025-06-30,Failed
871,288,Reimbursement,105455,UPI,Yes Bank,WZPZ8151881022885,2025-02-15,Success
872,288,Claim_Payout,139268,Bank Transfer,DCB Bank,UDPA4916023897836,2024-08-09,Success
873,288,Salary,131637,UPI,IndusInd Bank,IVKA6229612163196,2025-07-18,Success
874,289,Claim_Payout,15205,UPI,HDFC Bank,YURK7996012009875,2025-03-06,Failed
875,289,Claim_Payout,126696,Cash,,,2024-08-21,Pending
876,289,Claim_Payout,40336,UPI,Punjab and Sind Bank,IAPB0522536927963,2023-06-14,Failed
877,289,Reimbursement,40498,Cash,,,2024-10-25,Failed
878,290,Salary,117071,Cash,,,2024-03-29,Success
879,290,Reimbursement,26905,UPI,IndusInd Bank,ORWT9648709063884,2023-03-15,Failed
880,290,Claim_Payout,40730,UPI,Punjab National Bank,SZBW9876330570925,2025-03-08,Success
881,291,Claim_Payout,55562,UPI,Tamilnad Mercantile Bank,TVXK8399601507951,2024-02-07,Pending
882,291,Reimbursement,149423,UPI,Indian Overseas Bank,XHRA3041948277705,2025-02-18,Failed
883,291,Salary,16515,Cash,,,2025-04-17,Pending
884,292,Claim_Payout,38446,Cash,,,2024-10-15,Success
885,292,Salary,12607,Cash,,,2023-04-29,Success
886,292,Claim_Payout,132887,Cash,,,2025-03-06,Failed
887,293,Salary,101048,Bank Transfer,Punjab National Bank,BMXI3691649075976,2024-01-31,Pending
888,293,Claim_Payout,87607,UPI,South Indian Bank,DIRJ1853173372659,2023-04-22,Success
889,293,Salary,38772,Cash,,,2025-10-09,Success
890,293,Salary,102999,Bank Transfer,DCB Bank,OSOI3402511686736,2024-04-09,Failed
891,294,Salary,48549,UPI,ICICI Bank,BURZ6611995331159,2025-12-03,Failed
892,294,Salary,67853,Cash,,,2024-02-23,Pending
893,294,Claim_Payout,122700,Cash,,,2025-08-24,Success
894,295,Claim_Payout,135972,UPI,Tamilnad Mercantile Bank,JTVD6308084671075,2024-08-04,Success
895,295,Claim_Payout,74656,Bank Transfer,Central Bank of India,SMBO9104311783334,2024-05-21,Success
896,295,Reimbursement,114196,UPI,Jammu & Kashmir Bank,MXRE5394397589382,2024-11-19,Pending
897,296,Reimbursement,145391,Bank Transfer,Jammu & Kashmir Bank,PTCY8488243122030,2023-06-01,Success
898,296,Claim_Payout,144291,UPI,Tamilnad Mercantile Bank,VUDT0205588903469,2024-10-14,Success
899,296,Salary,79974,Cash,,,2025-01-15,Failed
900,297,Reimbursement,21522,Cash,,,2023-03-06,Failed
901,297,Salary,56191,Cash,,,2024-02-22,Failed
902,298,Salary,107754,UPI,Union Bank of India,EHXB7812007215139,2023-06-01,Success
903,298,Claim_Payout,19495,UPI,Dhanlaxmi Bank,PVYP3371154979782,2023-07-19,Success
904,298,Claim_Payout,148139,Bank Transfer,Karnataka Bank,GXHF3690770367761,2024-05-01,Success
905,299,Claim_Payout,57736,UPI,Nainital Bank,QNXA6711157917387,2023-06-16,Failed
906,299,Claim_Payout,99391,Cash,,,2023-09-20,Failed
907,299,Reimbursement,110655,UPI,ICICI Bank,BGAN3962132480834,2025-04-17,Success
908,299,Claim_Payout,16776,Bank Transfer,Nainital Bank,FQIP0060530026976,2024-11-20,Failed
909,300,Reimbursement,109216,Cash,,,2024-12-23,Success
910,300,Salary,147197,Bank Transfer,Nainital Bank,PARG6186023027022,2023-04-28,Failed
911,301,Salary,85600,Bank Transfer,Kotak Mahindra Bank,QBHR0347779163798,2023-03-09,Pending
912,301,Salary,98985,UPI,Axis Bank,RGUM0834738988396,2024-11-14,Success
913,301,Claim_Payout,67985,Cash,,,2025-01-11,Failed
914,302,Salary,40589,Bank Transfer,IndusInd Bank,LWXH5752352499817,2025-12-23,Failed
915,302,Reimbursement,101133,Cash,,,2023-11-12,Pending
916,302,Reimbursement,68549,Cash,,,2023-02-17,Failed
917,303,Claim_Payout,125324,Bank Transfer,HDFC Bank,BZLN2562794151286,2024-07-27,Success
918,303,Salary,73326,UPI,Nainital Bank,IFVL3420053173800,2025-01-22,Pending
919,303,Salary,33723,Bank Transfer,IndusInd Bank,ZBJF1400640994531,2023-01-27,Success
920,304,Claim_Payout,55152,Bank Transfer,Tamilnad Mercantile Bank,ECNU2199242323364,2023-05-09,Success
921,304,Reimbursement,24493,UPI,Yes Bank,MNUL7777342172228,2024-02-13,Pending
922,304,Salary,67369,Bank Transfer,Indian Bank,DZXJ9887935092964,2023-03-20,Success
923,304,Claim_Payout,125708,UPI,Bank of India,UTDQ6928135520861,2025-10-07,Success
924,305,Claim_Payout,37349,UPI,Bandhan Bank,TDQJ2941779167641,2025-08-31,Success
925,305,Claim_Payout,134247,UPI,South Indian Bank,DDYZ6816484064369,2023-06-27,Failed
926,306,Salary,30289,Cash,,,2023-09-01,Failed
927,306,Reimbursement,10162,Bank Transfer,Dhanlaxmi Bank,WKIA6693623223311,2023-11-20,Pending
928,307,Reimbursement,75947,Cash,,,2025-11-26,Success
929,307,Salary,36344,Cash,,,2023-02-01,Failed
930,307,Salary,116131,UPI,UCO Bank,HLNM1140924018560,2025-02-20,Failed
931,308,Reimbursement,144503,UPI,Punjab and Sind Bank,WZTL1396537392091,2023-09-14,Success
932,308,Claim_Payout,13636,UPI,DCB Bank,WQKI3328595563557,2024-11-01,Failed
933,309,Salary,74602,Cash,,,2023-12-27,Failed
934,309,Reimbursement,145049,Cash,,,2023-11-11,Pending
935,309,Salary,99603,Bank Transfer,Federal Bank,BBKR0858595434708,2025-06-26,Pending
936,310,Reimbursement,136929,UPI,HDFC Bank,CVCK0102948237126,2023-04-05,Failed
937,310,Salary,13010,UPI,ICICI Bank,RBLL8758338942272,2024-02-13,Pending
938,311,Salary,16993,Bank Transfer,Bandhan Bank,TROO4645398980168,2026-01-06,Pending
939,311,Claim_Payout,97347,Cash,,,2023-10-03,Pending
940,311,Salary,42135,UPI,ICICI Bank,FBAR4675600626375,2024-09-19,Success
941,311,Salary,20783,Cash,,,2023-05-20,Failed
942,312,Salary,144341,Bank Transfer,Punjab and Sind Bank,YRDC0274889238633,2023-11-18,Pending
943,312,Reimbursement,81049,UPI,Union Bank of India,YCUD7264247634160,2024-09-08,Success
944,312,Salary,102314,Bank Transfer,Tamilnad Mercantile Bank,HVJR6505672589113,2025-05-06,Success
945,312,Claim_Payout,78611,Cash,,,2023-06-17,Failed
946,313,Reimbursement,72388,Bank Transfer,UCO Bank,BAIV3793706090800,2023-05-08,Failed
947,313,Salary,105336,UPI,CSB Bank,QORI1204984827873,2025-01-25,Pending
948,313,Claim_Payout,27525,Bank Transfer,Nainital Bank,TUCF5485506961073,2023-03-20,Pending
949,313,Salary,79389,Bank Transfer,RBL Bank,FVUG8660022257380,2024-05-25,Failed
950,314,Reimbursement,92502,UPI,Bank of India,IMWN9638911893960,2023-05-24,Pending
951,314,Reimbursement,10496,Bank Transfer,State Bank of India,UAPH6267004622641,2023-08-02,Success
952,315,Reimbursement,11648,UPI,RBL Bank,EOIA4787515210415,2025-12-16,Pending
953,315,Salary,145841,Cash,,,2024-10-03,Pending
954,316,Claim_Payout,137546,UPI,IDBI Bank,AIJL1883148780372,2025-02-05,Pending
955,316,Claim_Payout,138455,Cash,,,2025-12-17,Success
956,317,Claim_Payout,131595,Cash,,,2025-04-29,Failed
957,317,Claim_Payout,114700,Cash,,,2024-11-28,Pending
958,317,Salary,78893,UPI,Yes Bank,MQAR7109365287701,2025-04-30,Pending
959,317,Claim_Payout,102677,Bank Transfer,Axis Bank,UMEL4635420181848,2023-09-15,Success
960,318,Salary,140879,Bank Transfer,ICICI Bank,GLZU6728482797544,2024-06-10,Success
961,318,Salary,93497,UPI,CSB Bank,QHBX7835039272018,2024-11-30,Pending
962,318,Claim_Payout,58299,Cash,,,2024-01-26,Pending
963,319,Salary,88896,Cash,,,2023-12-25,Failed
964,319,Claim_Payout,148119,UPI,Dhanlaxmi Bank,PJER2964530130915,2025-06-08,Success
965,320,Reimbursement,104193,Cash,,,2025-07-18,Failed
966,320,Claim_Payout,44606,Cash,,,2024-09-23,Pending
967,320,Reimbursement,19530,Bank Transfer,Karur Vysya Bank,SWPW7657076724664,2025-10-18,Failed
968,320,Reimbursement,97703,Bank Transfer,CSB Bank,CPZE3146607432041,2024-02-24,Success
969,321,Salary,77891,Cash,,,2024-05-15,Success
970,321,Reimbursement,132464,UPI,IDBI Bank,KCFV5893301336029,2025-06-24,Failed
971,321,Reimbursement,108765,Bank Transfer,Bank of India,FJJA6578377816089,2024-12-21,Failed
972,321,Salary,110018,Bank Transfer,Nainital Bank,KFNF0266738623077,2024-09-04,Failed
973,322,Reimbursement,84330,Cash,,,2025-06-12,Failed
974,322,Salary,48183,Cash,,,2023-11-08,Success
975,322,Claim_Payout,27284,Cash,,,2023-06-17,Failed
976,323,Salary,25969,UPI,RBL Bank,GNWC8811953414119,2025-09-01,Pending
977,323,Claim_Payout,22933,UPI,CSB Bank,QQSS8158208177464,2024-06-07,Pending
978,324,Salary,27621,Bank Transfer,HDFC Bank,MWES0646453031060,2025-04-12,Failed
979,324,Salary,33322,UPI,Indian Bank,BAMX6093499680206,2025-07-06,Success
980,324,Reimbursement,49013,Bank Transfer,Bank of India,VELS5190703535393,2023-06-07,Success
981,325,Salary,136661,Cash,,,2024-08-10,Failed
982,325,Claim_Payout,53109,UPI,State Bank of India,OUWJ1916198390383,2023-07-26,Failed
983,325,Salary,50181,UPI,Bandhan Bank,RCNA6094739147766,2025-02-10,Success
984,326,Reimbursement,110223,Bank Transfer,UCO Bank,UETM3411430748076,2025-01-11,Success
985,326,Salary,50833,UPI,South Indian Bank,AGWJ8764386280182,2024-01-03,Failed
986,327,Salary,124166,Cash,,,2024-08-14,Failed
987,327,Salary,19633,Bank Transfer,Punjab National Bank,DUYI7138577917216,2024-08-25,Failed
988,328,Reimbursement,140159,Bank Transfer,Punjab National Bank,LHEB1783337312200,2025-05-18,Success
989,328,Reimbursement,34941,UPI,Yes Bank,KFRG0494159001705,2023-03-16,Success
990,328,Salary,42352,Cash,,,2023-05-17,Failed
991,329,Reimbursement,133671,Bank Transfer,Bank of India,YLNJ1764630260977,2025-11-20,Pending
992,329,Reimbursement,69393,Cash,,,2024-03-24,Pending
993,329,Claim_Payout,121616,Cash,,,2023-11-17,Failed
994,329,Claim_Payout,40420,Cash,,,2024-12-19,Failed
995,330,Claim_Payout,72531,Cash,,,2023-07-14,Failed
996,330,Reimbursement,20313,UPI,City Union Bank,ZNHC6391522505519,2024-03-24,Pending
997,330,Reimbursement,119578,Bank Transfer,Kotak Mahindra Bank,RRNY9172752078166,2023-03-04,Failed
998,330,Reimbursement,102928,Cash,,,2025-09-05,Pending
999,331,Claim_Payout,22776,Bank Transfer,Bandhan Bank,ZXYH6406763620918,2023-11-06,Success
1000,331,Reimbursement,49242,UPI,Yes Bank,IXDQ3811601559351,2026-01-12,Failed
1001,332,Reimbursement,31794,UPI,Federal Bank,DKEB5605835557039,2025-07-01,Pending
1002,332,Reimbursement,62271,UPI,Kotak Mahindra Bank,GHXI3639022255097,2023-04-25,Pending
1003,332,Salary,130334,Bank Transfer,Yes Bank,GNBS6457156076314,2024-11-22,Failed
1004,332,Reimbursement,75069,Cash,,,2025-04-19,Failed
1005,333,Reimbursement,12752,Bank Transfer,IndusInd Bank,TFBX4242744488719,2024-06-30,Success
1006,333,Salary,87649,Cash,,,2023-02-09,Pending
1007,333,Claim_Payout,38524,Cash,,,2026-01-18,Success
1008,333,Reimbursement,103091,UPI,CSB Bank,FYJK2725907999995,2024-02-04,Success
1009,334,Salary,67901,Cash,,,2025-03-28,Success
1010,334,Claim_Payout,131440,Cash,,,2023-02-06,Success
1011,334,Salary,18832,Bank Transfer,South Indian Bank,AXIO2667470582938,2025-06-01,Pending
1012,335,Salary,136906,Bank Transfer,DCB Bank,QCSM5908643932391,2024-01-20,Pending
1013,335,Salary,52598,Cash,,,2025-09-07,Pending
1014,335,Claim_Payout,50357,Bank Transfer,City Union Bank,ZQRF1783223592974,2025-11-06,Success
1015,336,Claim_Payout,81630,Bank Transfer,Union Bank of India,XQRP5103438830496,2023-07-14,Pending
1016,336,Claim_Payout,47859,UPI,State Bank of India,QLAZ2898973094972,2024-05-17,Pending
1017,337,Salary,138846,Cash,,,2024-04-03,Pending
1018,337,Salary,100446,Bank Transfer,RBL Bank,NYKX6024653737597,2023-11-07,Success
1019,337,Salary,123476,Cash,,,2025-01-27,Pending
1020,338,Claim_Payout,116206,UPI,Tamilnad Mercantile Bank,ERFL8684067203112,2023-05-22,Pending
1021,338,Claim_Payout,72986,Bank Transfer,Dhanlaxmi Bank,UDPI4976131339900,2024-10-26,Success
1022,338,Reimbursement,54205,Cash,,,2024-05-17,Success
1023,338,Claim_Payout,10268,Bank Transfer,Punjab and Sind Bank,WLYZ2581870150024,2024-05-12,Pending
1024,339,Salary,97632,UPI,Nainital Bank,DINO8640182587859,2025-11-09,Failed
1025,339,Salary,105938,UPI,Punjab and Sind Bank,ONRG6982398712287,2024-05-17,Pending
1026,339,Salary,124267,Bank Transfer,HDFC Bank,HMNC8459284677794,2024-01-28,Pending
1027,340,Reimbursement,93508,Cash,,,2024-06-23,Pending
1028,340,Salary,86945,Cash,,,2024-08-31,Success
1029,341,Reimbursement,66107,Cash,,,2023-08-14,Success
1030,341,Claim_Payout,26717,UPI,Nainital Bank,GMSX9937155312114,2023-10-07,Success
1031,341,Reimbursement,97726,Bank Transfer,Punjab National Bank,BKEC4093566213623,2025-06-11,Failed
1032,341,Salary,131742,Cash,,,2023-11-09,Pending
1033,342,Salary,86922,Cash,,,2024-10-17,Success
1034,342,Claim_Payout,62141,Cash,,,2023-05-24,Pending
1035,342,Reimbursement,68430,UPI,Punjab National Bank,GQKE5442422745113,2024-04-10,Success
1036,343,Salary,44978,Cash,,,2024-04-29,Failed
1037,343,Salary,142362,Cash,,,2023-10-12,Pending
1038,343,Salary,56131,UPI,Indian Overseas Bank,HPJN6952904310911,2023-12-22,Success
1039,344,Claim_Payout,33926,UPI,Bank of Maharashtra,QMHS8669730138264,2024-08-09,Pending
1040,344,Reimbursement,125038,Cash,,,2023-03-24,Failed
1041,344,Reimbursement,107366,Cash,,,2025-11-24,Pending
