employee_id;employee_name;gender;date_of_birth;email;phone;department;designation;city;state;join_date;salary;employment_status
163;Manthan Lad         ;Male  ;1991-06-01;utalwar@example.org          ;00193508406  ;Admin     ;Engineer ;Tadipatri                   ;Rajasthan        ;2023-10-25;778434;On Leave
164;Advaith Padmanabhan ;Female;1981-06-28;                             ;+910507024936;IT        ;Manager  ;Dehradun                    ;Arunachal Pradesh;2021-05-22;672006;Resigned
165;Madhavi Choudhury   ;Female;1990-12-02;rajata03@example.com         ;09979398156  ;IT        ;Analyst  ;Noida                       ;Mizoram          ;2025-03-09;390513;Resigned
166;Oni Rana            ;Male  ;1979-11-28;aarav40@example.com          ;+912947641407;Operations;Analyst  ;Rohtak                      ;Nagaland         ;2022-11-01;646431;On Leave
167;Brijesh Rastogi     ;Female;2002-07-19;thakurchameli@example.org    ;6514293129   ;HR        ;Engineer ;Bettiah                     ;Odisha           ;2021-04-04;920888;Active  
168;Nidra Badami        ;Male  ;1965-05-08;dgill@example.net            ;06323197885  ;Finance   ;Executive;Nellore                     ;Mizoram          ;2023-03-27;571639;On Leave
169;Yug Master          ;Male  ;1982-08-09;amairapathak@example.net     ;4833801342   ;HR        ;Executive;Muzaffarnagar               ;Goa              ;2021-05-03;786434;On Leave
170;Lipika Lala         ;Male  ;1982-08-02;advikaprashad@example.org    ;+912764565934;IT        ;Engineer ;Bilaspur                    ;Meghalaya        ;2022-05-11;968953;Resigned
171;Lohit Ramakrishnan  ;Female;1969-03-23;                             ;+917404509766;Finance   ;Analyst  ;Ambarnath                   ;Punjab           ;2025-03-11;823786;Active  
172;Rachana Raman       ;Male  ;1984-09-28;buchnaveen@example.net       ;05966160693  ;HR        ;Analyst  ;Berhampur                   ;West Bengal      ;2025-02-14;334400;Active  
173;Oscar Deol          ;Female;1980-01-15;palanekantika@example.net    ;02679208332  ;Finance   ;Executive;Panipat                     ;Nagaland         ;2021-03-03;858966;Active  
174;Kamya Mangal        ;Female;1979-09-01;munimanbir@example.org       ;+912964213296;IT        ;Engineer ;Singrauli                   ;Nagaland         ;2025-03-25;462413;On Leave
175;Devansh Tara        ;Male  ;1981-08-01;elijahdoshi@example.org      ;+919928419515;IT        ;Manager  ;Mangalore                   ;Sikkim           ;2025-11-18;742193;Resigned
176;Rachita Kant        ;Male  ;1973-08-24;                             ;+917865920059;Finance   ;Executive;Nanded                      ;Sikkim           ;2025-01-10;512934;Resigned
177;Indira Dugal        ;Male  ;1996-03-08;vanshawason@example.com      ;3293411368   ;Finance   ;Executive;Dewas                       ;Meghalaya        ;2021-08-01;461630;Resigned
178;Samar Bera          ;Female;1986-02-01;shivansh60@example.com       ;06312806208  ;HR        ;Engineer ;Shivpuri                    ;Kerala           ;2025-09-24;323763;Active  
179;Ayush Sarin         ;Male  ;1991-07-19;zarnaanand@example.net       ;0350272722   ;IT        ;Executive;Dibrugarh                   ;Madhya Pradesh   ;2021-11-06;546254;On Leave
180;Ekavir Rajagopal    ;Male  ;1997-12-29;shivansh08@example.com       ;+917323385479;IT        ;Analyst  ;Kakinada                    ;Jharkhand        ;2022-02-08;749184;Active  
181;Balhaar Murty       ;Female;1971-02-12;tanmayizachariah@example.org ;02802557367  ;Finance   ;Engineer ;Singrauli                   ;Kerala           ;2021-02-21;917738;On Leave
182;Siddharth Parekh    ;Male  ;1990-07-18;chandransanaya@example.com   ;02435530002  ;Operations;Engineer ;Anantapur                   ;Tamil Nadu       ;2021-05-16;337497;On Leave
183;Anita Bhatti        ;Female;1982-01-25;deodika@example.com          ;07061463389  ;HR        ;Executive;Tezpur                      ;Himachal Pradesh ;2021-02-23;875387;On Leave
184;Max Soman           ;Male  ;1975-03-19;faras93@example.net          ;8226295322   ;HR        ;Analyst  ;Warangal                    ;Tripura          ;2021-05-05;761695;Resigned
185;Anjali Pandey       ;Male  ;1965-07-26;abhirambhatt@example.com     ;6642665754   ;Finance   ;Analyst  ;Gaya                        ;Himachal Pradesh ;2021-02-15;1096410;Active  
186;Victor Bera         ;Male  ;1999-01-19;amblefariq@example.net       ;00326963994  ;Admin     ;Analyst  ;Bellary                     ;Goa              ;2021-10-30;366550;Active  
187;Idika Chadha        ;Female;1973-05-13;samarthnarasimhan@example.net;7169522915   ;Admin     ;Executive;Kumbakonam                  ;Punjab           ;2021-09-25;464673;On Leave
188;Raagini Kamdar      ;Female;1969-05-18;krishnamurthyfalguni@example.;09568991365  ;HR        ;Manager  ;Sri Ganganagar              ;Tamil Nadu       ;2022-01-27;679520;On Leave
189;Forum Anand         ;Female;1980-05-23;nirja23@example.com          ;8902940149   ;Admin     ;Manager  ;Bokaro                      ;Tamil Nadu       ;2025-10-22;1185334;On Leave
190;Yug Sidhu           ;Male  ;1994-05-22;dhaliwalwaida@example.com    ;4619628367   ;IT        ;Analyst  ;Gudivada                    ;Telangana        ;2024-02-19;450830;Resigned
191;David Jani          ;Male  ;1977-12-16;palanwazir@example.org       ;8868623038   ;IT        ;Executive;Bhatpara                    ;West Bengal      ;2025-09-22;371423;On Leave
192;Aryan Dhar          ;Male  ;2002-02-14;victor55@example.net         ;+911465908070;Finance   ;Engineer ;Bijapur                     ;Jharkhand        ;2024-05-16;1162968;Active  
193;Lekha Subramanian   ;Male  ;1985-02-10;aptehitesh@example.com       ;+913103713534;Finance   ;Analyst  ;Kirari Suleman Nagar        ;Manipur          ;2025-10-22;655357;On Leave
194;Turvi Puri          ;Male  ;1970-09-30;borahcharvi@example.net      ;7346296673   ;HR        ;Manager  ;Kumbakonam                  ;Andhra Pradesh   ;2023-07-20;838582;On Leave
195;Urvi Tak            ;Female;1989-01-07;dartanish@example.net        ;06360266582  ;IT        ;Analyst  ;Anand                       ;Tamil Nadu       ;2022-06-02;1041839;Active  
196;Simon Thakkar       ;Female;2002-01-18;tmukherjee@example.com       ;             ;Finance   ;Executive;Gangtok                     ;Meghalaya        ;2023-05-15;410643;Resigned
197;Bhavani Malhotra    ;Female;1995-04-07;choudhryeshana@example.com   ;4838532243   ;IT        ;Analyst  ;Ludhiana                    ;Sikkim           ;2024-09-16;506820;Active  
198;Umang Deshpande     ;Male  ;1969-12-15;gandhiupadhriti@example.net  ;6349640421   ;Operations;Manager  ;Ichalkaranji                ;Telangana        ;2023-08-14;740426;Active  
199;Darsh Dixit         ;Male  ;1971-09-09;zarnasura@example.com        ;+910554047054;HR        ;Manager  ;Firozabad                   ;Telangana        ;2023-05-22;1069421;On Leave
200;Bhavini Vaidya      ;Male  ;1988-01-29;banikkabir@example.org       ;05572404089  ;HR        ;Engineer ;Bidar                       ;Nagaland         ;2025-01-02;746063;Resigned
201;Yashodhara Ramachand;Male  ;1972-04-15;babuleela@example.org        ;03590678530  ;IT        ;Executive;Chittoor                    ;Meghalaya        ;2023-03-11;820793;Active  
202;Yutika Chaudhuri    ;Female;1993-05-20;svarty@example.org           ;+916253175199;Finance   ;Manager  ;Salem                       ;West Bengal      ;2022-10-16;1123700;On Leave
203;Nathan Dyal         ;Male  ;1987-07-19;joshichaaya@example.net      ;1797876588   ;Finance   ;Manager  ;Akola                       ;Uttarakhand      ;2022-04-09;346327;On Leave
204;Parth Morar         ;Male  ;1977-02-13;sarthakdesai@example.net     ;+917217886696;IT        ;Manager  ;Nandyal                     ;Himachal Pradesh ;2025-02-13;718392;On Leave
205;Rudra Radhakrishnan ;Male  ;1967-06-15;logan73@example.org          ;07053249975  ;Admin     ;Manager  ;Ghaziabad                   ;Rajasthan        ;2021-08-10;743453;On Leave
206;Elijah Borah        ;Female;1965-01-28;bordegagan@example.org       ;4036545326   ;Finance   ;Manager  ;Raichur                     ;Bihar            ;2024-08-27;1046295;Active  
207;Gauri Thakkar       ;Female;1971-12-22;bhallamanbir@example.com     ;3312780594   ;Operations;Manager  ;Jamnagar                    ;Manipur          ;2021-07-03;1174861;Active  
208;Bhavya Dutta        ;Male  ;1966-09-21;arjun24@example.org          ;+914977312403;Admin     ;Engineer ;Akola                       ;Haryana          ;2024-12-21;898198;On Leave
209;Aarush Hayre        ;Female;2003-09-11;onkar41@example.org          ;03648242481  ;IT        ;Analyst  ;Nagaon                      ;Bihar            ;2022-11-01;438040;Resigned
210;Mugdha Chaudhari    ;Female;1967-02-16;psood@example.org            ;07752378388  ;IT        ;Manager  ;Durgapur                    ;Maharashtra      ;2022-09-30;1081352;Active  
211;Vyanjana Kari       ;Male  ;1968-05-15;                             ;0365677799   ;IT        ;Executive;Serampore                   ;Arunachal Pradesh;2022-10-16;803697;Active  
212;Kalpit Vasa         ;Male  ;1972-06-05;uiyengar@example.org         ;             ;HR        ;Executive;Farrukhabad                 ;Goa              ;2022-01-12;574359;Active  
213;Ijaya Dubey         ;Male  ;2003-07-26;dswaminathan@example.net     ;+913950132362;HR        ;Manager  ;Rewa                        ;Odisha           ;2024-01-21;622956;On Leave
214;Baljiwan Shah       ;Female;2004-02-03;bhavna55@example.com         ;+911644087407;Finance   ;Manager  ;Haldia                      ;Telangana        ;2024-12-07;458153;Active  
215;Onkar Vaidya        ;Male  ;1967-11-13;mkunda@example.com           ;+911926694921;IT        ;Engineer ;Mathura                     ;Tamil Nadu       ;2023-06-09;713315;Active  
216;Sudiksha Sandal     ;Female;1966-03-19;dalajauppal@example.org      ;+916078780614;Operations;Manager  ;Madhyamgram                 ;Bihar            ;2025-08-03;855569;On Leave
217;Nirja Bala          ;Male  ;1982-12-04;manneaashi@example.com       ;0280351246   ;IT        ;Executive;Vijayawada                  ;Mizoram          ;2025-04-11;1109712;On Leave
218;Pooja Pau           ;Male  ;1975-03-29;nravi@example.com            ;4781820139   ;HR        ;Analyst  ;Nangloi Jat                 ;Mizoram          ;2022-04-27;764624;Resigned
219;Kevin Samra         ;Female;1968-02-27;parekhdevika@example.net     ;05546677559  ;Admin     ;Manager  ;Saharanpur                  ;Uttar Pradesh    ;2022-03-10;542853;Active  
220;Zashil Krishnan     ;Male  ;1994-02-17;                             ;             ;Finance   ;Analyst  ;Tirunelveli                 ;Uttar Pradesh    ;2024-08-18;432370;Resigned
221;Daksha Madan        ;Male  ;1980-02-01;srinivasanishita@example.org ;07670647825  ;Admin     ;Analyst  ;Tiruppur                    ;Telangana        ;2024-04-20;810979;Resigned
222;Indrajit Nagy       ;Female;1974-11-03;zverma@example.com           ;2720365474   ;Finance   ;Manager  ;Junagadh                    ;Assam            ;2022-11-19;1114132;Active  
223;Ekaja Ravel         ;Male  ;1984-11-27;charitasankaran@example.com  ;05415043919  ;Operations;Executive;Pune                        ;Himachal Pradesh ;2023-11-26;872127;Resigned
224;Mohini Sharma       ;Male  ;1985-02-16;kashish27@example.org        ;+916750732523;HR        ;Manager  ;Tirunelveli                 ;Jharkhand        ;2023-12-28;636971;Active  
225;Sarthak Bhat        ;Female;1995-12-28;ubika77@example.com          ;06135051687  ;IT        ;Manager  ;Ajmer                       ;Gujarat          ;2021-08-22;323677;Resigned
226;Watika Sur          ;Female;1996-12-12;udyati81@example.com         ;4819261261   ;Admin     ;Engineer ;Proddatur                   ;Gujarat          ;2022-04-22;1092257;Active  
227;Isaiah Chaudhuri    ;Female;1970-08-21;jeet98@example.net           ;06616746769  ;HR        ;Analyst  ;Berhampore                  ;Punjab           ;2025-02-15;721765;Resigned
228;Hitesh Natarajan    ;Female;1983-12-11;alkabassi@example.org        ;+910055026790;HR        ;Manager  ;Jamalpur                    ;Odisha           ;2024-06-23;386249;Resigned
229;Megha Bhandari      ;Male  ;1966-12-07;wriddhishtiwari@example.com  ;6524929928   ;Operations;Manager  ;Ulhasnagar                  ;Odisha           ;2023-01-28;788925;Resigned
230;Azaan Kala          ;Male  ;1998-05-21;                             ;08063649085  ;Operations;Analyst  ;Anand                       ;West Bengal      ;2023-02-23;908159;On Leave
231;Aarini Dayal        ;Female;2000-07-09;qpillai@example.org          ;1567568776   ;IT        ;Engineer ;Nashik                      ;Uttarakhand      ;2025-03-18;449972;Active  
232;Vihaan Chauhan      ;Male  ;1966-05-24;faraj27@example.org          ;+912712475230;IT        ;Executive;Raiganj                     ;Nagaland         ;2025-10-09;1145609;Active  
233;Baghyawati Korpal   ;Male  ;1965-10-24;upma23@example.org           ;+914142694276;Finance   ;Engineer ;Raurkela Industrial Township;Punjab           ;2024-02-04;639254;Resigned
234;Aarnav Zachariah    ;Male  ;1976-04-01;sdass@example.com            ;+915540234300;HR        ;Engineer ;Jaunpur                     ;Jharkhand        ;2022-12-14;994890;Active  
235;Faras Doctor        ;Male  ;1978-11-16;azaansarin@example.org       ;+917507985492;Finance   ;Analyst  ;Latur                       ;Bihar            ;2024-11-26;623771;Active  
236;Victor Varkey       ;Male  ;1986-08-09;mohanmatthew@example.com     ;6410058205   ;HR        ;Engineer ;Kalyan-Dombivli             ;Arunachal Pradesh;2021-04-23;385904;Active  
237;Yug Balasubramanian ;Female;1984-11-18;vtata@example.net            ;+913251525376;Finance   ;Executive;Sri Ganganagar              ;Punjab           ;2026-01-20;672157;Resigned
238;Yatin Kaul          ;Male  ;1971-07-14;gaurangmuni@example.net      ;01199538441  ;Admin     ;Manager  ;Vellore                     ;Gujarat          ;2025-01-02;788519;Active  
239;Ronith Buch         ;Female;1994-08-03;rajmitesh@example.net        ;+914498976115;Operations;Manager  ;Ongole                      ;Sikkim           ;2024-06-01;724962;On Leave
240;Gauri Doctor        ;Female;1983-05-01;                             ;04512357590  ;IT        ;Analyst  ;Berhampore                  ;Chhattisgarh     ;2024-12-03;743769;Active  
241;Yashodhara Kala     ;Female;1983-12-27;                             ;+915531636288;Admin     ;Analyst  ;Munger                      ;Andhra Pradesh   ;2024-05-04;1157694;Active  
242;Meera Pal           ;Male  ;2000-03-11;udhingra@example.net         ;+918337765480;HR        ;Manager  ;Nagpur                      ;Madhya Pradesh   ;2025-07-01;615137;Active  
243;Maanav Garde        ;Male  ;1982-09-22;rayishaan@example.net        ;06071913569  ;IT        ;Manager  ;Raurkela Industrial Township;Tamil Nadu       ;2023-03-12;459470;On Leave
244;Nimrat Devan        ;Male  ;1980-02-16;pbatra@example.org           ;2952136085   ;IT        ;Executive;Karnal                      ;Sikkim           ;2024-10-09;718084;Active  
245;Inaya Rai           ;Female;1969-11-30;upadhritidave@example.com    ;5178664177   ;IT        ;Manager  ;Firozabad                   ;Tamil Nadu       ;2021-03-07;534178;On Leave
246;Pallavi Khalsa      ;Female;1988-12-16;cnarula@example.net          ;+912313453927;Admin     ;Analyst  ;Arrah                       ;Uttarakhand      ;2021-05-23;732655;Resigned
247;Lopa Wali           ;Female;1989-02-08;nilima48@example.com         ;01018443689  ;IT        ;Executive;Sambalpur                   ;Himachal Pradesh ;2021-11-03;1085976;Resigned
248;Manya Toor          ;Male  ;1984-08-23;vedika16@example.org         ;3718598101   ;HR        ;Analyst  ;Sambalpur                   ;West Bengal      ;2024-10-28;1143329;On Leave
249;Reyansh Bali        ;Female;1995-02-03;fredericksinha@example.org   ;+912727674094;HR        ;Manager  ;Kavali                      ;Assam            ;2025-08-08;617687;Resigned
250;Bahadurjit Kaul     ;Male  ;2001-09-29;anthonyraj@example.org       ;+915681974536;HR        ;Engineer ;Rajkot                      ;Madhya Pradesh   ;2023-03-16;880854;Resigned
251;Henry Mittal        ;Male  ;1980-01-14;zarya@example.org            ;9131687848   ;IT        ;Manager  ;Asansol                     ;Meghalaya        ;2025-03-09;334919;On Leave
252;Mason Dada          ;Female;1979-02-08;akshay79@example.com         ;+912567497956;Operations;Analyst  ;Lucknow                     ;Gujarat          ;2025-09-24;1040780;On Leave
253;Yatin Palan         ;Female;1994-07-19;butalaayush@example.org      ;5338281820   ;Admin     ;Analyst  ;Chandrapur                  ;Odisha           ;2023-11-25;1154108;Resigned
254;Pallavi Prabhu      ;Female;1979-01-26;tatakaran@example.org        ;00204536336  ;Admin     ;Executive;Vijayanagaram               ;Odisha           ;2024-04-15;1153009;Resigned
255;Onveer Agarwal      ;Male  ;1979-03-15;bhandaribishakha@example.org ;6952922827   ;IT        ;Executive;Sultan Pur Majra            ;Goa              ;2023-07-05;439465;Active  
256;Inaya Savant        ;Female;1981-07-21;karnikteerth@example.com     ;+916435763788;IT        ;Executive;Ranchi                      ;Haryana          ;2022-12-14;721660;On Leave
257;Pallavi Dasgupta    ;Female;2002-01-29;sahapooja@example.net        ;09713063836  ;HR        ;Executive;Dindigul                    ;Rajasthan        ;2021-12-14;485821;On Leave
258;Chaitaly Trivedi    ;Male  ;1990-01-26;patrick68@example.org        ;+911314637406;Operations;Engineer ;Rewa                        ;Manipur          ;2024-08-09;1015175;Active  
259;Chatura Mangal      ;Male  ;1980-11-15;lukenayar@example.net        ;8499764554   ;HR        ;Executive;Malda                       ;Madhya Pradesh   ;2023-11-12;1049429;Active  
260;Shivansh Chandran   ;Male  ;1974-05-05;indiradhawan@example.net     ;7640652513   ;Finance   ;Manager  ;Bhagalpur                   ;Madhya Pradesh   ;2025-05-26;460541;Active  
261;Upadhriti Kakar     ;Female;1972-09-21;lajitachoudhury@example.com  ;9377812050   ;Admin     ;Analyst  ;Bhavnagar                   ;Tripura          ;2025-04-24;1133588;Resigned
262;Saksham Gulati      ;Male  ;1969-03-27;ronith74@example.net         ;+918788602304;IT        ;Engineer ;Madurai                     ;Goa              ;2021-04-06;1068820;Active  
263;Bimala Uppal        ;Female;1975-03-01;lakshit24@example.net        ;+914793830396;Admin     ;Manager  ;Raurkela Industrial Township;Sikkim           ;2024-04-26;798517;Resigned
264;Megha Chakrabarti   ;Female;1975-10-06;wdube@example.com            ;+910775559883;IT        ;Executive;New Delhi                   ;Maharashtra      ;2021-08-06;948276;Resigned
265;Aarini Mistry       ;Female;2001-06-21;onatt@example.com            ;+917720662486;Finance   ;Analyst  ;Gudivada                    ;Sikkim           ;2024-06-15;384488;On Leave
266;Yagnesh Sule        ;Male  ;1988-03-15;sai41@example.org            ;5220573900   ;IT        ;Engineer ;Morena                      ;Manipur          ;2025-01-11;603921;Resigned
267;Xavier Ravi         ;Female;1977-01-10;kibebhavani@example.com      ;+910136474417;Operations;Engineer ;Parbhani                    ;Karnataka        ;2023-09-16;807659;On Leave
268;Balendra Mishra     ;Male  ;1978-06-12;ucchal88@example.org         ;+915711654028;Operations;Analyst  ;Dindigul                    ;Uttar Pradesh    ;2023-12-24;627836;Active  
269;Praneel Ben         ;Male  ;1996-11-30;nihal93@example.com          ;+919686141972;HR        ;Executive;Pallavaram                  ;Rajasthan        ;2022-04-02;830151;Resigned
270;Azaan Walla         ;Female;1997-09-04;                             ;06974958585  ;HR        ;Manager  ;Bokaro                      ;Maharashtra      ;2022-12-14;873090;On Leave
271;Kamya Kulkarni      ;Female;1981-08-10;ladbrinda@example.net        ;+914772198830;Finance   ;Analyst  ;Baranagar                   ;Assam            ;2025-10-13;1136296;Active  
272;Omkaar Dhillon      ;Male  ;1994-07-17;ryan97@example.net           ;+910300165632;Finance   ;Manager  ;Purnia                      ;Arunachal Pradesh;2023-02-24;585950;Active  
273;Maya Chowdhury      ;Male  ;1990-03-19;kiaan68@example.net          ;             ;IT        ;Executive;Surat                       ;Kerala           ;2025-06-08;478709;On Leave
274;Vincent Rao         ;Male  ;1998-11-05;dpingle@example.org          ;09692253276  ;HR        ;Engineer ;Chennai                     ;Kerala           ;2024-03-24;784523;On Leave
275;Faris Rajagopal     ;Male  ;1974-01-11;                             ;04501223532  ;IT        ;Analyst  ;Davanagere                  ;Maharashtra      ;2024-03-24;301314;Active  
276;Deepa Goswami       ;Male  ;1996-05-16;gokhalejairaj@example.org    ;2648301988   ;Operations;Engineer ;Agartala                    ;Tamil Nadu       ;2025-01-21;953482;Active  
277;Udyati Bumb         ;Female;2003-07-06;                             ;+911326629383;Finance   ;Engineer ;Dharmavaram                 ;Rajasthan        ;2022-05-13;936455;Active  
278;Leela Saxena        ;Female;1989-06-27;srivastavavinaya@example.org ;+919428971514;IT        ;Executive;Bikaner                     ;Nagaland         ;2021-07-25;1171284;Resigned
279;Fariq Din           ;Male  ;1999-02-01;orinderbakshi@example.net    ;0018570881   ;Operations;Engineer ;Malda                       ;Odisha           ;2021-03-17;941582;Active  
280;Ishani Sen          ;Female;1970-07-13;devansh22@example.net        ;+919639327158;IT        ;Executive;Kavali                      ;Bihar            ;2025-08-27;1097406;Active  
281;Xiti More           ;Male  ;1971-09-07;gaurang91@example.net        ;08799474878  ;Operations;Executive;Giridih                     ;Chhattisgarh     ;2023-08-24;449752;Resigned
282;Faras Mangal        ;Female;1967-05-15;fde@example.net              ;5419463368   ;Operations;Manager  ;Rewa                        ;Sikkim           ;2022-02-18;894469;Active  
283;Brijesh Kulkarni    ;Female;1981-01-23;faris46@example.org          ;+913757618970;HR        ;Engineer ;Davanagere                  ;Madhya Pradesh   ;2025-11-14;662520;Active  
284;Kabir Deol          ;Male  ;1990-10-06;badamichatresh@example.com   ;+915875237933;HR        ;Executive;Bathinda                    ;Tripura          ;2024-10-28;570761;Active  
285;Anusha Edwin        ;Female;1985-06-29;bobalvarsha@example.net      ;8317178821   ;IT        ;Manager  ;Nagaon                      ;Tamil Nadu       ;2024-04-08;514050;Active  
286;Gopal Seshadri      ;Female;1980-08-14;chahalvamakshi@example.com   ;8405963628   ;Admin     ;Executive;Jabalpur                    ;Meghalaya        ;2023-03-29;663316;Active  
287;Ekansh Das          ;Male  ;1991-03-18;lokekritika@example.org      ;+918516772604;Operations;Manager  ;Katni                       ;Madhya Pradesh   ;2024-11-27;902594;Active  
288;Xavier Yogi         ;Male  ;1973-12-16;taranetra@example.org        ;+917366604007;HR        ;Manager  ;Bikaner                     ;Tripura          ;2022-07-23;627425;Resigned
289;Yamini Puri         ;Male  ;1984-05-18;basakodika@example.net       ;+917240494098;Admin     ;Executive;Durg                        ;Arunachal Pradesh;2025-03-16;928808;On Leave
290;Nihal Rajagopal     ;Female;1998-08-12;saumya06@example.org         ;00535232101  ;Operations;Executive;Aizawl                      ;Karnataka        ;2025-04-02;370075;Resigned
291;Ansh Rajan          ;Male  ;2004-05-15;vkeer@example.net            ;+918168638099;HR        ;Engineer ;Alappuzha                   ;Uttar Pradesh    ;2024-05-12;1143951;Resigned
292;Kevin Sarkar        ;Male  ;1977-01-30;                             ;07782943418  ;IT        ;Analyst  ;Sambalpur                   ;Rajasthan        ;2025-10-15;458586;Resigned
293;Adya Edwin          ;Female;1973-12-25;shereishanvi@example.org     ;3406770286   ;Admin     ;Executive;Satara                      ;Jharkhand        ;2023-06-05;1033946;On Leave
294;Ishita Wali         ;Female;1990-02-23;sanghvixavier@example.net    ;01531584095  ;Admin     ;Analyst  ;Kharagpur                   ;Sikkim           ;2021-11-16;985453;On Leave
295;Aarnav Gola         ;Male  ;1996-07-05;                             ;2627918472   ;Finance   ;Analyst  ;Saharanpur                  ;Bihar            ;2022-03-12;738872;On Leave
296;Meghana Edwin       ;Male  ;1977-06-22;bhavnachhabra@example.org    ;3093073964   ;Finance   ;Executive;Sonipat                     ;Kerala           ;2024-04-12;1167655;Active  
297;Rishi Nori          ;Female;1965-08-13;usekhon@example.org          ;+910847311392;HR        ;Engineer ;Mathura                     ;Tamil Nadu       ;2025-09-13;784185;Resigned
298;Anirudh Varghese    ;Female;1978-07-11;gbalay@example.org           ;02783305282  ;Finance   ;Analyst  ;Siwan                       ;Haryana          ;2023-05-07;997562;On Leave
299;Samaksh Merchant    ;Female;1981-03-05;barmanforum@example.com      ;2265849083   ;Admin     ;Analyst  ;Ratlam                      ;Meghalaya        ;2021-06-28;783614;On Leave
300;Mohini Chaudhary    ;Female;1995-01-01;itak@example.net             ;+917132494016;HR        ;Executive;Jhansi                      ;Mizoram          ;2023-11-21;951697;Active  
301;Samesh Sridhar      ;Male  ;2003-02-06;snehabarman@example.com      ;6600453378   ;Finance   ;Engineer ;Nandyal                     ;Arunachal Pradesh;2025-09-19;878360;On Leave
302;Jacob Nagy          ;Male  ;1985-06-11;skothari@example.net         ;+914948951568;HR        ;Analyst  ;Bidhannagar                 ;Uttarakhand      ;2025-02-18;1035524;Resigned
303;Guneet Goel         ;Female;2000-03-30;dsibal@example.org           ;+916643795968;Operations;Manager  ;Gudivada                    ;Andhra Pradesh   ;2023-01-29;624336;Resigned
304;Lekha Lall          ;Female;1983-03-19;                             ;+913522491306;IT        ;Executive;Sangli-Miraj & Kupwad       ;Chhattisgarh     ;2025-12-27;572325;Active  
305;Falak Gupta         ;Male  ;1973-06-08;wakeeta34@example.net        ;0932583361   ;Admin     ;Engineer ;Ballia                      ;Odisha           ;2023-05-09;812457;Active  
306;Aarnav Thakur       ;Male  ;1985-09-12;yzacharia@example.com        ;+915524497273;Finance   ;Engineer ;Nandyal                     ;Assam            ;2024-10-27;1044045;Resigned
307;Rachit Kurian       ;Male  ;1986-02-16;                             ;+915293816348;Admin     ;Executive;Mira-Bhayandar              ;Sikkim           ;2025-11-09;947399;Resigned
308;Geetika Ben         ;Male  ;1995-05-28;dalbir09@example.org         ;+915122339089;IT        ;Analyst  ;Alappuzha                   ;Meghalaya        ;2021-07-27;654090;Resigned
309;Wridesh Chokshi     ;Male  ;1987-03-07;cgoda@example.net            ;6450756777   ;IT        ;Analyst  ;Ujjain                      ;Maharashtra      ;2021-07-30;582168;Resigned
310;Aashi Bava          ;Female;1967-03-06;edube@example.org            ;08972380926  ;Finance   ;Manager  ;Ballia                      ;Rajasthan        ;2021-01-25;775324;Active  
311;Chakradhar Ranganath;Female;1970-01-28;jahluwalia@example.org       ;6531650913   ;Operations;Executive;Nagercoil                   ;Tamil Nadu       ;2021-06-03;690847;On Leave
312;Damini Saran        ;Female;1985-01-06;omvarkey@example.net         ;+910906337106;Operations;Executive;Jamalpur                    ;Jharkhand        ;2025-06-14;699547;On Leave
313;Quincy Raman        ;Female;1978-02-18;edhitha11@example.net        ;+917086580174;Operations;Executive;Adoni                       ;Karnataka        ;2024-10-12;727610;Resigned
314;Deepa Shanker       ;Female;1968-04-25;bhavyawali@example.org       ;1166816589   ;Admin     ;Engineer ;Ramgarh                     ;Meghalaya        ;2025-04-22;1137395;Active  
315;Chaaya Shere        ;Male  ;1996-11-09;sathvikyogi@example.org      ;+910407723484;IT        ;Executive;Guwahati                    ;Uttarakhand      ;2022-08-17;796366;Resigned
316;Ojas Garde          ;Male  ;1992-10-11;tanaysama@example.com        ;02836503240  ;IT        ;Engineer ;Kamarhati                   ;Punjab           ;2021-04-26;424232;Resigned
317;Aayush Vasa         ;Female;1967-05-12;anirudhyogi@example.com      ;6256397841   ;HR        ;Engineer ;Nagpur                      ;Jharkhand        ;2025-07-13;376540;Resigned
318;Bhavini Bhakta      ;Male  ;1971-05-05;ishani18@example.com         ;00084553474  ;Admin     ;Analyst  ;Berhampur                   ;Maharashtra      ;2024-04-18;1091965;Resigned
319;Nicholas Sachar     ;Female;1996-03-30;dkant@example.net            ;1866339202   ;Admin     ;Manager  ;Etawah                      ;Kerala           ;2021-11-09;326130;Resigned
320;Wridesh Nagarajan   ;Female;1986-02-21;kumerradhika@example.com     ;05104623959  ;Admin     ;Analyst  ;Kolkata                     ;Haryana          ;2025-09-11;390195;On Leave
321;Tristan Dar         ;Female;1978-02-14;hansvihaan@example.org       ;05207930901  ;Operations;Analyst  ;Maheshtala                  ;Kerala           ;2021-08-05;935603;Resigned
322;Teerth Nagar        ;Female;1991-09-05;onveer94@example.com         ;             ;IT        ;Engineer ;Faridabad                   ;Mizoram          ;2021-07-17;783090;Resigned
323;Radha Nori          ;Female;2000-10-29;wridesh48@example.com        ;08852281923  ;Operations;Analyst  ;Raebareli                   ;Maharashtra      ;2023-04-20;632631;Resigned
324;Dayamai Savant      ;Male  ;1995-07-02;shanirja@example.org         ;1498211357   ;Operations;Analyst  ;Ramagundam                  ;Chhattisgarh     ;2023-06-03;524878;Active  
