employee_id;employee_name;gender;date_of_birth;email;phone;department;designation;city;state;join_date;salary;employment_status
164;Advaith Padmanabhan ;Male  ;1981-06-27;;+910507024936;Admin     ;Engineer ;Dehradun                    ;Arunachal Pradesh;2021-05-21;1106907;Resigned
165;Madhavi Choudhury   ;Male  ;1990-12-01;rajata03@example.com         ;09979398156  ;Operations;Analyst  ;Noida                       ;Mizoram          ;2025-03-08;511513;Resigned
166;Oni Rana            ;Female;1979-11-27;aarav40@example.com          ;+912947641407;IT        ;Analyst  ;Rohtak                      ;Nagaland         ;2022-10-31;416002;Active  
167;Brijesh Rastogi     ;Female;2002-07-18;thakurchameli@example.org    ;6514293129   ;Finance   ;Executive;Bettiah                     ;Odisha           ;2021-04-03;312645;On Leave
168;Nidra Badami        ;Female;1965-05-07;dgill@example.net            ;06323197885  ;Finance   ;Analyst  ;Nellore                     ;Mizoram          ;2023-03-26;454776;Active  
169;Yug Master          ;Male  ;1982-08-08;amairapathak@example.net     ;4833801342   ;HR        ;Manager  ;Muzaffarnagar               ;Goa              ;2021-05-02;927784;Active  
170;Lipika Lala         ;Female;1982-08-01;advikaprashad@example.org    ;+912764565934;Finance   ;Manager  ;Bilaspur                    ;Meghalaya        ;2022-05-10;620718;Resigned
171;Lohit Ramakrishnan  ;Female;1969-03-22;;+917404509766;HR        ;Engineer ;Ambarnath                   ;Punjab           ;2025-03-10;473943;Resigned
172;Rachana Raman       ;Female;1984-09-27;buchnaveen@example.net       ;05966160693  ;HR        ;Executive;Berhampur                   ;West Bengal      ;2025-02-13;818390;On Leave
173;Oscar Deol          ;Male  ;1980-01-14;;02679208332  ;Finance   ;Manager  ;Panipat                     ;Nagaland         ;2021-03-02;738608;Active  
174;Kamya Mangal        ;Male  ;1979-08-31;munimanbir@example.org       ;+912964213296;HR        ;Engineer ;Singrauli                   ;Nagaland         ;2025-03-24;466413;Resigned
175;Devansh Tara        ;Male  ;1981-07-31;elijahdoshi@example.org      ;+919928419515;Admin     ;Manager  ;Mangalore                   ;Sikkim           ;2025-11-17;1197028;Active  
176;Rachita Kant        ;Female;1973-08-23;saranpriya@example.com       ;+917865920059;Finance   ;Engineer ;Nanded                      ;Sikkim           ;2025-01-09;1139150;On Leave
177;Indira Dugal        ;Female;1996-03-07;vanshawason@example.com      ;3293411368   ;HR        ;Executive;Dewas                       ;Meghalaya        ;2021-07-31;457826;On Leave
178;Samar Bera          ;Male  ;1986-01-31;shivansh60@example.com       ;06312806208  ;Finance   ;Manager  ;Shivpuri                    ;Kerala           ;2025-09-23;368093;On Leave
179;Ayush Sarin         ;Female;1991-07-18;zarnaanand@example.net       ;0350272722   ;Finance   ;Analyst  ;Dibrugarh                   ;Madhya Pradesh   ;2021-11-05;693441;On Leave
180;Ekavir Rajagopal    ;Female;1997-12-28;shivansh08@example.com       ;+917323385479;HR        ;Engineer ;Kakinada                    ;Jharkhand        ;2022-02-07;519157;Resigned
181;Balhaar Murty       ;Female;1971-02-11;tanmayizachariah@example.org ;02802557367  ;HR        ;Executive;Singrauli                   ;Kerala           ;2021-02-20;404590;On Leave
182;Siddharth Parekh    ;Male  ;1990-07-17;chandransanaya@example.com   ;02435530002  ;IT        ;Engineer ;Anantapur                   ;Tamil Nadu       ;2021-05-15;1070462;Resigned
183;Anita Bhatti        ;Female;1982-01-24;deodika@example.com          ;07061463389  ;HR        ;Analyst  ;Tezpur                      ;Himachal Pradesh ;2021-02-22;976081;Resigned
184;Max Soman           ;Male  ;1975-03-18;faras93@example.net          ;8226295322   ;IT        ;Manager  ;Warangal                    ;Tripura          ;2021-05-04;719576;Resigned
185;Anjali Pandey       ;Female;1965-07-25;abhirambhatt@example.com     ;6642665754   ;IT        ;Manager  ;Gaya                        ;Himachal Pradesh ;2021-02-14;497865;Resigned
186;Victor Bera         ;Male  ;1999-01-18;amblefariq@example.net       ;00326963994  ;HR        ;Executive;Bellary                     ;Goa              ;2021-10-29;708586;Active  
187;Idika Chadha        ;Male  ;1973-05-12;samarthnarasimhan@example.net;7169522915   ;HR        ;Manager  ;Kumbakonam                  ;Punjab           ;2021-09-24;1016602;On Leave
188;Raagini Kamdar      ;Female;1969-05-17;krishnamurthyfalguni@example.;09568991365  ;IT        ;Manager  ;Sri Ganganagar              ;Tamil Nadu       ;2022-01-26;813181;Resigned
189;Forum Anand         ;Female;1980-05-22;nirja23@example.com          ;8902940149   ;Finance   ;Analyst  ;Bokaro                      ;Tamil Nadu       ;2025-10-21;684365;Active  
190;Yug Sidhu           ;Male  ;1994-05-21;dhaliwalwaida@example.com    ;4619628367   ;Operations;Engineer ;Gudivada                    ;Telangana        ;2024-02-18;948636;Active  
191;David Jani          ;Male  ;1977-12-15;;8868623038   ;Finance   ;Executive;Bhatpara                    ;West Bengal      ;2025-09-21;493500;Resigned
192;Aryan Dhar          ;Female;2002-02-13;victor55@example.net         ;+911465908070;Admin     ;Analyst  ;Bijapur                     ;Jharkhand        ;2024-05-15;826038;On Leave
193;Lekha Subramanian   ;Male  ;1985-02-09;aptehitesh@example.com       ;+913103713534;Admin     ;Manager  ;Kirari Suleman Nagar        ;Manipur          ;2025-10-21;814009;On Leave
194;Turvi Puri          ;Female;1970-09-29;borahcharvi@example.net      ;7346296673   ;Operations;Engineer ;Kumbakonam                  ;Andhra Pradesh   ;2023-07-19;400183;Resigned
195;Urvi Tak            ;Male  ;1989-01-06;dartanish@example.net        ;06360266582  ;Operations;Analyst  ;Anand                       ;Tamil Nadu       ;2022-06-01;481396;Active  
196;Simon Thakkar       ;Female;2002-01-17;tmukherjee@example.com       ;+910769565343;HR        ;Executive;Gangtok                     ;Meghalaya        ;2023-05-14;480179;Active  
197;Bhavani Malhotra    ;Male  ;1995-04-06;choudhryeshana@example.com   ;4838532243   ;Finance   ;Executive;Ludhiana                    ;Sikkim           ;2024-09-15;412656;Resigned
198;Umang Deshpande     ;Female;1969-12-14;gandhiupadhriti@example.net  ;6349640421   ;Finance   ;Engineer ;Ichalkaranji                ;Telangana        ;2023-08-13;894869;On Leave
199;Darsh Dixit         ;Male  ;1971-09-08;zarnasura@example.com        ;;Finance   ;Analyst  ;Firozabad                   ;Telangana        ;2023-05-21;815077;Active  
200;Bhavini Vaidya      ;Male  ;1988-01-28;banikkabir@example.org       ;05572404089  ;IT        ;Manager  ;Bidar                       ;Nagaland         ;2025-01-01;741261;Active  
201;Yashodhara Ramachand;Female;1972-04-14;;03590678530  ;HR        ;Manager  ;Chittoor                    ;Meghalaya        ;2023-03-10;1068198;Active  
202;Yutika Chaudhuri    ;Female;1993-05-19;svarty@example.org           ;+916253175199;Finance   ;Manager  ;Salem                       ;West Bengal      ;2022-10-15;360378;Resigned
203;Nathan Dyal         ;Female;1987-07-18;joshichaaya@example.net      ;1797876588   ;HR        ;Analyst  ;Akola                       ;Uttarakhand      ;2022-04-08;689869;On Leave
204;Parth Morar         ;Male  ;1977-02-12;sarthakdesai@example.net     ;+917217886696;HR        ;Executive;Nandyal                     ;Himachal Pradesh ;2025-02-12;451536;Resigned
205;Rudra Radhakrishnan ;Female;1967-06-14;logan73@example.org          ;07053249975  ;Admin     ;Analyst  ;Ghaziabad                   ;Rajasthan        ;2021-08-09;1087183;On Leave
206;Elijah Borah        ;Female;1965-01-27;bordegagan@example.org       ;4036545326   ;Finance   ;Engineer ;Raichur                     ;Bihar            ;2024-08-26;733603;On Leave
207;Gauri Thakkar       ;Male  ;1971-12-21;bhallamanbir@example.com     ;3312780594   ;Admin     ;Analyst  ;Jamnagar                    ;Manipur          ;2021-07-02;408191;On Leave
208;Bhavya Dutta        ;Female;1966-09-20;arjun24@example.org          ;+914977312403;Admin     ;Executive;Akola                       ;Haryana          ;2024-12-20;795197;Active  
209;Aarush Hayre        ;Male  ;2003-09-10;onkar41@example.org          ;03648242481  ;IT        ;Analyst  ;Nagaon                      ;Bihar            ;2022-10-31;429745;Active  
210;Mugdha Chaudhari    ;Female;1967-02-15;psood@example.org            ;07752378388  ;IT        ;Analyst  ;Durgapur                    ;Maharashtra      ;2022-09-29;827059;Active  
211;Vyanjana Kari       ;Male  ;1968-05-14;ishwarpatil@example.org      ;0365677799   ;Finance   ;Engineer ;Serampore                   ;Arunachal Pradesh;2022-10-15;1164546;Active  
212;Kalpit Vasa         ;Male  ;1972-06-04;;+913363445303;IT        ;Executive;Farrukhabad                 ;Goa              ;2022-01-11;818588;On Leave
213;Ijaya Dubey         ;Female;2003-07-25;dswaminathan@example.net     ;+913950132362;Admin     ;Engineer ;Rewa                        ;Odisha           ;2024-01-20;1052936;On Leave
214;Baljiwan Shah       ;Female;2004-02-02;;+911644087407;HR        ;Analyst  ;Haldia                      ;Telangana        ;2024-12-06;1188773;On Leave
215;Onkar Vaidya        ;Female;1967-11-12;mkunda@example.com           ;+911926694921;Admin     ;Analyst  ;Mathura                     ;Tamil Nadu       ;2023-06-08;405817;On Leave
216;Sudiksha Sandal     ;Female;1966-03-18;;+916078780614;IT        ;Manager  ;Madhyamgram                 ;Bihar            ;2025-08-02;793597;On Leave
217;Nirja Bala          ;Male  ;1982-12-03;manneaashi@example.com       ;0280351246   ;IT        ;Executive;Vijayawada                  ;Mizoram          ;2025-04-10;584199;Resigned
218;Pooja Pau           ;Female;1975-03-28;;4781820139   ;Admin     ;Analyst  ;Nangloi Jat                 ;Mizoram          ;2022-04-26;957100;On Leave
219;Kevin Samra         ;Female;1968-02-26;parekhdevika@example.net     ;05546677559  ;Admin     ;Analyst  ;Saharanpur                  ;Uttar Pradesh    ;2022-03-09;410778;Active  
220;Zashil Krishnan     ;Male  ;1994-02-16;sbava@example.net            ;05727272351  ;IT        ;Engineer ;Tirunelveli                 ;Uttar Pradesh    ;2024-08-17;844577;Resigned
221;Daksha Madan        ;Female;1980-01-31;srinivasanishita@example.org ;07670647825  ;Operations;Manager  ;Tiruppur                    ;Telangana        ;2024-04-19;1037240;Active  
222;Indrajit Nagy       ;Female;1974-11-02;zverma@example.com           ;2720365474   ;Operations;Analyst  ;Junagadh                    ;Assam            ;2022-11-18;665586;Active  
223;Ekaja Ravel         ;Male  ;1984-11-26;charitasankaran@example.com  ;;HR        ;Engineer ;Pune                        ;Himachal Pradesh ;2023-11-25;914036;Active  
224;Mohini Sharma       ;Male  ;1985-02-15;;+916750732523;HR        ;Manager  ;Tirunelveli                 ;Jharkhand        ;2023-12-27;510826;On Leave
225;Sarthak Bhat        ;Male  ;1995-12-27;ubika77@example.com          ;06135051687  ;IT        ;Executive;Ajmer                       ;Gujarat          ;2021-08-21;631087;Active  
226;Watika Sur          ;Female;1996-12-11;udyati81@example.com         ;4819261261   ;Admin     ;Executive;Proddatur                   ;Gujarat          ;2022-04-21;1016694;Resigned
227;Isaiah Chaudhuri    ;Male  ;1970-08-20;jeet98@example.net           ;06616746769  ;Admin     ;Analyst  ;Berhampore                  ;Punjab           ;2025-02-14;1054310;Resigned
228;Hitesh Natarajan    ;Male  ;1983-12-10;alkabassi@example.org        ;+910055026790;IT        ;Executive;Jamalpur                    ;Odisha           ;2024-06-22;689063;Resigned
229;Megha Bhandari      ;Female;1966-12-06;wriddhishtiwari@example.com  ;6524929928   ;Finance   ;Manager  ;Ulhasnagar                  ;Odisha           ;2023-01-27;630753;On Leave
230;Azaan Kala          ;Male  ;1998-05-20;epatla@example.net           ;08063649085  ;Admin     ;Analyst  ;Anand                       ;West Bengal      ;2023-02-22;390604;On Leave
231;Aarini Dayal        ;Male  ;2000-07-08;qpillai@example.org          ;1567568776   ;Finance   ;Engineer ;Nashik                      ;Uttarakhand      ;2025-03-17;905061;On Leave
232;Vihaan Chauhan      ;Male  ;1966-05-23;faraj27@example.org          ;+912712475230;Finance   ;Engineer ;Raiganj                     ;Nagaland         ;2025-10-08;713628;On Leave
233;Baghyawati Korpal   ;Female;1965-10-23;upma23@example.org           ;+914142694276;HR        ;Manager  ;Raurkela Industrial Township;Punjab           ;2024-02-03;846205;Active  
234;Aarnav Zachariah    ;Female;1976-03-31;sdass@example.com            ;+915540234300;Operations;Executive;Jaunpur                     ;Jharkhand        ;2022-12-13;769309;Active  
235;Faras Doctor        ;Female;1978-11-15;azaansarin@example.org       ;+917507985492;IT        ;Manager  ;Latur                       ;Bihar            ;2024-11-25;821291;On Leave
236;Victor Varkey       ;Male  ;1986-08-08;mohanmatthew@example.com     ;6410058205   ;IT        ;Manager  ;Kalyan-Dombivli             ;Arunachal Pradesh;2021-04-22;618558;Active  
237;Yug Balasubramanian ;Male  ;1984-11-17;vtata@example.net            ;+913251525376;IT        ;Engineer ;Sri Ganganagar              ;Punjab           ;2026-01-19;1022895;Resigned
238;Yatin Kaul          ;Male  ;1971-07-13;gaurangmuni@example.net      ;01199538441  ;Admin     ;Manager  ;Vellore                     ;Gujarat          ;2025-01-01;990130;Active  
239;Ronith Buch         ;Male  ;1994-08-02;;+914498976115;Finance   ;Analyst  ;Ongole                      ;Sikkim           ;2024-05-31;772083;Active  
240;Gauri Doctor        ;Female;1983-04-30;rohan90@example.net          ;04512357590  ;HR        ;Executive;Berhampore                  ;Chhattisgarh     ;2024-12-02;1094283;Resigned
241;Yashodhara Kala     ;Male  ;1983-12-26;nachiket41@example.com       ;+915531636288;Admin     ;Manager  ;Munger                      ;Andhra Pradesh   ;2024-05-03;589421;Active  
242;Meera Pal           ;Female;2000-03-10;udhingra@example.net         ;+918337765480;HR        ;Executive;Nagpur                      ;Madhya Pradesh   ;2025-06-30;470253;Active  
243;Maanav Garde        ;Male  ;1982-09-21;rayishaan@example.net        ;06071913569  ;Operations;Engineer ;Raurkela Industrial Township;Tamil Nadu       ;2023-03-11;603871;On Leave
244;Nimrat Devan        ;Male  ;1980-02-15;pbatra@example.org           ;2952136085   ;HR        ;Engineer ;Karnal                      ;Sikkim           ;2024-10-08;421971;Resigned
245;Inaya Rai           ;Male  ;1969-11-29;upadhritidave@example.com    ;5178664177   ;Admin     ;Analyst  ;Firozabad                   ;Tamil Nadu       ;2021-03-06;562225;Resigned
246;Pallavi Khalsa      ;Female;1988-12-15;;+912313453927;HR        ;Manager  ;Arrah                       ;Uttarakhand      ;2021-05-22;481802;Active  
247;Lopa Wali           ;Male  ;1989-02-07;nilima48@example.com         ;01018443689  ;Admin     ;Analyst  ;Sambalpur                   ;Himachal Pradesh ;2021-11-02;305422;Active  
248;Manya Toor          ;Male  ;1984-08-22;vedika16@example.org         ;3718598101   ;HR        ;Executive;Sambalpur                   ;West Bengal      ;2024-10-27;328174;Active  
249;Reyansh Bali        ;Female;1995-02-02;fredericksinha@example.org   ;+912727674094;Operations;Analyst  ;Kavali                      ;Assam            ;2025-08-07;1085063;Active  
250;Bahadurjit Kaul     ;Female;2001-09-28;anthonyraj@example.org       ;+915681974536;Operations;Engineer ;Rajkot                      ;Madhya Pradesh   ;2023-03-15;553893;Resigned
251;Henry Mittal        ;Female;1980-01-13;zarya@example.org            ;9131687848   ;Finance   ;Executive;Asansol                     ;Meghalaya        ;2025-03-08;635566;Active  
252;Mason Dada          ;Male  ;1979-02-07;akshay79@example.com         ;+912567497956;IT        ;Engineer ;Lucknow                     ;Gujarat          ;2025-09-23;444862;On Leave
253;Yatin Palan         ;Male  ;1994-07-18;;5338281820   ;IT        ;Manager  ;Chandrapur                  ;Odisha           ;2023-11-24;835872;Active  
254;Pallavi Prabhu      ;Male  ;1979-01-25;;00204536336  ;Finance   ;Executive;Vijayanagaram               ;Odisha           ;2024-04-14;863000;Active  
255;Onveer Agarwal      ;Male  ;1979-03-14;bhandaribishakha@example.org ;6952922827   ;Operations;Manager  ;Sultan Pur Majra            ;Goa              ;2023-07-04;1015128;Resigned
256;Inaya Savant        ;Female;1981-07-20;karnikteerth@example.com     ;+916435763788;Finance   ;Manager  ;Ranchi                      ;Haryana          ;2022-12-13;885333;On Leave
257;Pallavi Dasgupta    ;Female;2002-01-28;sahapooja@example.net        ;09713063836  ;Operations;Engineer ;Dindigul                    ;Rajasthan        ;2021-12-13;370344;Resigned
258;Chaitaly Trivedi    ;Female;1990-01-25;patrick68@example.org        ;;Admin     ;Manager  ;Rewa                        ;Manipur          ;2024-08-08;1154773;Active  
259;Chatura Mangal      ;Male  ;1980-11-14;lukenayar@example.net        ;8499764554   ;Operations;Engineer ;Malda                       ;Madhya Pradesh   ;2023-11-11;688050;Active  
260;Shivansh Chandran   ;Female;1974-05-04;indiradhawan@example.net     ;7640652513   ;Finance   ;Manager  ;Bhagalpur                   ;Madhya Pradesh   ;2025-05-25;610766;Resigned
261;Upadhriti Kakar     ;Male  ;1972-09-20;lajitachoudhury@example.com  ;9377812050   ;Operations;Engineer ;Bhavnagar                   ;Tripura          ;2025-04-23;881963;Resigned
262;Saksham Gulati      ;Male  ;1969-03-26;ronith74@example.net         ;+918788602304;Operations;Executive;Madurai                     ;Goa              ;2021-04-05;740219;Active  
263;Bimala Uppal        ;Female;1975-02-28;lakshit24@example.net        ;+914793830396;Admin     ;Engineer ;Raurkela Industrial Township;Sikkim           ;2024-04-25;1156940;Active  
264;Megha Chakrabarti   ;Male  ;1975-10-05;wdube@example.com            ;+910775559883;IT        ;Engineer ;New Delhi                   ;Maharashtra      ;2021-08-05;656470;On Leave
265;Aarini Mistry       ;Male  ;2001-06-20;onatt@example.com            ;;Operations;Executive;Gudivada                    ;Sikkim           ;2024-06-14;1118700;Resigned
266;Yagnesh Sule        ;Male  ;1988-03-14;sai41@example.org            ;5220573900   ;HR        ;Manager  ;Morena                      ;Manipur          ;2025-01-10;807837;Resigned
267;Xavier Ravi         ;Female;1977-01-09;kibebhavani@example.com      ;+910136474417;Finance   ;Executive;Parbhani                    ;Karnataka        ;2023-09-15;434215;Active  
268;Balendra Mishra     ;Female;1978-06-11;ucchal88@example.org         ;+915711654028;HR        ;Manager  ;Dindigul                    ;Uttar Pradesh    ;2023-12-23;848755;Resigned
269;Praneel Ben         ;Male  ;1996-11-29;nihal93@example.com          ;+919686141972;HR        ;Executive;Pallavaram                  ;Rajasthan        ;2022-04-01;972050;Active  
270;Azaan Walla         ;Male  ;1997-09-03;williambasu@example.net      ;06974958585  ;HR        ;Engineer ;Bokaro                      ;Maharashtra      ;2022-12-13;868304;Active  
271;Kamya Kulkarni      ;Male  ;1981-08-09;ladbrinda@example.net        ;+914772198830;IT        ;Engineer ;Baranagar                   ;Assam            ;2025-10-12;904123;Active  
272;Omkaar Dhillon      ;Female;1994-07-16;ryan97@example.net           ;+910300165632;IT        ;Executive;Purnia                      ;Arunachal Pradesh;2023-02-23;758611;On Leave
273;Maya Chowdhury      ;Male  ;1990-03-18;kiaan68@example.net          ;+915707368169;HR        ;Engineer ;Surat                       ;Kerala           ;2025-06-07;727099;On Leave
274;Vincent Rao         ;Male  ;1998-11-04;dpingle@example.org          ;09692253276  ;Finance   ;Engineer ;Chennai                     ;Kerala           ;2024-03-23;405000;On Leave
275;Faris Rajagopal     ;Female;1974-01-10;dhaliwalchandran@example.net ;04501223532  ;Finance   ;Executive;Davanagere                  ;Maharashtra      ;2024-03-23;747611;Resigned
276;Deepa Goswami       ;Female;1996-05-15;gokhalejairaj@example.org    ;2648301988   ;Admin     ;Executive;Agartala                    ;Tamil Nadu       ;2025-01-20;1023598;Active  
277;Udyati Bumb         ;Male  ;2003-07-05;hitesh43@example.org         ;+911326629383;HR        ;Executive;Dharmavaram                 ;Rajasthan        ;2022-05-12;968337;On Leave
278;Leela Saxena        ;Female;1989-06-26;srivastavavinaya@example.org ;+919428971514;Operations;Manager  ;Bikaner                     ;Nagaland         ;2021-07-24;1186356;Active  
279;Fariq Din           ;Female;1999-01-31;orinderbakshi@example.net    ;0018570881   ;HR        ;Engineer ;Malda                       ;Odisha           ;2021-03-16;1190523;Resigned
280;Ishani Sen          ;Female;1970-07-12;devansh22@example.net        ;+919639327158;Finance   ;Analyst  ;Kavali                      ;Bihar            ;2025-08-26;885172;Active  
281;Xiti More           ;Female;1971-09-06;gaurang91@example.net        ;08799474878  ;IT        ;Analyst  ;Giridih                     ;Chhattisgarh     ;2023-08-23;814533;Resigned
282;Faras Mangal        ;Male  ;1967-05-14;fde@example.net              ;5419463368   ;HR        ;Executive;Rewa                        ;Sikkim           ;2022-02-17;1084163;Active  
283;Brijesh Kulkarni    ;Female;1981-01-22;faris46@example.org          ;+913757618970;IT        ;Analyst  ;Davanagere                  ;Madhya Pradesh   ;2025-11-13;372087;Resigned
284;Kabir Deol          ;Male  ;1990-10-05;badamichatresh@example.com   ;;Operations;Analyst  ;Bathinda                    ;Tripura          ;2024-10-27;886641;On Leave
285;Anusha Edwin        ;Female;1985-06-28;bobalvarsha@example.net      ;;HR        ;Engineer ;Nagaon                      ;Tamil Nadu       ;2024-04-07;754523;On Leave
286;Gopal Seshadri      ;Female;1980-08-13;chahalvamakshi@example.com   ;8405963628   ;IT        ;Engineer ;Jabalpur                    ;Meghalaya        ;2023-03-28;821061;Active  
287;Ekansh Das          ;Female;1991-03-17;lokekritika@example.org      ;+918516772604;Operations;Analyst  ;Katni                       ;Madhya Pradesh   ;2024-11-26;922087;Active  
288;Xavier Yogi         ;Male  ;1973-12-15;taranetra@example.org        ;+917366604007;HR        ;Analyst  ;Bikaner                     ;Tripura          ;2022-07-22;1186436;On Leave
289;Yamini Puri         ;Female;1984-05-17;basakodika@example.net       ;+917240494098;Finance   ;Executive;Durg                        ;Arunachal Pradesh;2025-03-15;1088987;Active  
290;Nihal Rajagopal     ;Female;1998-08-11;saumya06@example.org         ;00535232101  ;Operations;Manager  ;Aizawl                      ;Karnataka        ;2025-04-01;449323;Resigned
291;Ansh Rajan          ;Female;2004-05-14;vkeer@example.net            ;+918168638099;Operations;Analyst  ;Alappuzha                   ;Uttar Pradesh    ;2024-05-11;350669;Resigned
292;Kevin Sarkar        ;Male  ;1977-01-29;chowdhurychanchal@example.org;07782943418  ;HR        ;Executive;Sambalpur                   ;Rajasthan        ;2025-10-14;465509;On Leave
293;Adya Edwin          ;Male  ;1973-12-24;shereishanvi@example.org     ;3406770286   ;Admin     ;Manager  ;Satara                      ;Jharkhand        ;2023-06-04;1095808;On Leave
294;Ishita Wali         ;Male  ;1990-02-22;sanghvixavier@example.net    ;01531584095  ;Admin     ;Analyst  ;Kharagpur                   ;Sikkim           ;2021-11-15;601056;On Leave
295;Aarnav Gola         ;Female;1996-07-04;kalitakashvi@example.org     ;2627918472   ;HR        ;Manager  ;Saharanpur                  ;Bihar            ;2022-03-11;591144;Resigned
296;Meghana Edwin       ;Female;1977-06-21;bhavnachhabra@example.org    ;3093073964   ;Operations;Analyst  ;Sonipat                     ;Kerala           ;2024-04-11;1093142;Active  
297;Rishi Nori          ;Female;1965-08-12;usekhon@example.org          ;+910847311392;Operations;Manager  ;Mathura                     ;Tamil Nadu       ;2025-09-12;1049467;On Leave
298;Anirudh Varghese    ;Male  ;1978-07-10;gbalay@example.org           ;02783305282  ;Operations;Engineer ;Siwan                       ;Haryana          ;2023-05-06;1167083;Active  
299;Samaksh Merchant    ;Male  ;1981-03-04;barmanforum@example.com      ;2265849083   ;Admin     ;Analyst  ;Ratlam                      ;Meghalaya        ;2021-06-27;461180;Active  
300;Mohini Chaudhary    ;Male  ;1994-12-31;itak@example.net             ;+917132494016;IT        ;Executive;Jhansi                      ;Mizoram          ;2023-11-20;905602;Resigned
301;Samesh Sridhar      ;Male  ;2003-02-05;snehabarman@example.com      ;6600453378   ;IT        ;Engineer ;Nandyal                     ;Arunachal Pradesh;2025-09-18;851895;Resigned
302;Jacob Nagy          ;Female;1985-06-10;skothari@example.net         ;+914948951568;Admin     ;Analyst  ;Bidhannagar                 ;Uttarakhand      ;2025-02-17;913762;Active  
303;Guneet Goel         ;Female;2000-03-29;dsibal@example.org           ;+916643795968;Finance   ;Manager  ;Gudivada                    ;Andhra Pradesh   ;2023-01-28;311557;On Leave
304;Lekha Lall          ;Female;1983-03-18;gabameera@example.org        ;+913522491306;Operations;Manager  ;Sangli-Miraj & Kupwad       ;Chhattisgarh     ;2025-12-26;368063;On Leave
305;Falak Gupta         ;Female;1973-06-07;wakeeta34@example.net        ;0932583361   ;Operations;Analyst  ;Ballia                      ;Odisha           ;2023-05-08;549147;Resigned
306;Aarnav Thakur       ;Female;1985-09-11;yzacharia@example.com        ;+915524497273;Operations;Analyst  ;Nandyal                     ;Assam            ;2024-10-26;985207;Resigned
307;Rachit Kurian       ;Male  ;1986-02-15;;+915293816348;Finance   ;Manager  ;Mira-Bhayandar              ;Sikkim           ;2025-11-08;868014;Active  
308;Geetika Ben         ;Male  ;1995-05-27;dalbir09@example.org         ;+915122339089;HR        ;Analyst  ;Alappuzha                   ;Meghalaya        ;2021-07-26;1090686;Active  
309;Wridesh Chokshi     ;Male  ;1987-03-06;cgoda@example.net            ;;Admin     ;Analyst  ;Ujjain                      ;Maharashtra      ;2021-07-29;702546;Active  
310;Aashi Bava          ;Female;1967-03-05;edube@example.org            ;08972380926  ;Operations;Manager  ;Ballia                      ;Rajasthan        ;2021-01-24;1034746;On Leave
311;Chakradhar Ranganath;Female;1970-01-27;jahluwalia@example.org       ;6531650913   ;Admin     ;Analyst  ;Nagercoil                   ;Tamil Nadu       ;2021-06-02;456882;Active  
312;Damini Saran        ;Male  ;1985-01-05;omvarkey@example.net         ;+910906337106;Admin     ;Engineer ;Jamalpur                    ;Jharkhand        ;2025-06-13;503184;Active  
313;Quincy Raman        ;Female;1978-02-17;edhitha11@example.net        ;+917086580174;HR        ;Manager  ;Adoni                       ;Karnataka        ;2024-10-11;802548;On Leave
314;Deepa Shanker       ;Female;1968-04-24;bhavyawali@example.org       ;1166816589   ;Finance   ;Engineer ;Ramgarh                     ;Meghalaya        ;2025-04-21;579707;On Leave
315;Chaaya Shere        ;Male  ;1996-11-08;sathvikyogi@example.org      ;+910407723484;HR        ;Analyst  ;Guwahati                    ;Uttarakhand      ;2022-08-16;666129;Resigned
316;Ojas Garde          ;Female;1992-10-10;tanaysama@example.com        ;02836503240  ;IT        ;Analyst  ;Kamarhati                   ;Punjab           ;2021-04-25;1046585;Resigned
317;Aayush Vasa         ;Female;1967-05-11;anirudhyogi@example.com      ;6256397841   ;Finance   ;Analyst  ;Nagpur                      ;Jharkhand        ;2025-07-12;1071362;Active  
318;Bhavini Bhakta      ;Male  ;1971-05-04;ishani18@example.com         ;00084553474  ;IT        ;Analyst  ;Berhampur                   ;Maharashtra      ;2024-04-17;1167125;Resigned
319;Nicholas Sachar     ;Male  ;1996-03-29;dkant@example.net            ;1866339202   ;Finance   ;Engineer ;Etawah                      ;Kerala           ;2021-11-08;545341;Resigned
320;Wridesh Nagarajan   ;Female;1986-02-20;kumerradhika@example.com     ;05104623959  ;HR        ;Manager  ;Kolkata                     ;Haryana          ;2025-09-10;376274;On Leave
321;Tristan Dar         ;Female;1978-02-13;hansvihaan@example.org       ;05207930901  ;IT        ;Engineer ;Maheshtala                  ;Kerala           ;2021-08-04;432589;Resigned
322;Teerth Nagar        ;Male  ;1991-09-04;onveer94@example.com         ;09533162545  ;IT        ;Manager  ;Faridabad                   ;Mizoram          ;2021-07-16;998132;Active  
323;Radha Nori          ;Female;2000-10-28;wridesh48@example.com        ;08852281923  ;Finance   ;Analyst  ;Raebareli                   ;Maharashtra      ;2023-04-19;754556;Active  
324;Dayamai Savant      ;Male  ;1995-07-01;shanirja@example.org         ;1498211357   ;HR        ;Manager  ;Ramagundam                  ;Chhattisgarh     ;2023-06-02;1012230;Resigned
325;Kai Suresh          ;Male  ;1987-08-10;indirabarad@example.org      ;;Admin     ;Analyst  ;Hyderabad                   ;Rajasthan        ;2024-12-16;1052421;On Leave
326;Vihaan Kalita       ;Male  ;1973-12-09;ldeo@example.net             ;+912505077107;IT        ;Executive;Eluru                       ;Rajasthan        ;2023-04-26;682072;On Leave
